id,sentiment,videoUri,latitude,longitude,timestamp,datetime
1,1,file:///var/mobile/Containers/Data/Application/1AF40C0F-8B15-4F6E-B3F0-8902002D85EE/Documents/ExponentExperienceData/@longyuju1116/expo-router-mwe/videos/1763802988043_sentiment1.mp4,25.021056739494256,121.5423091171645,1763802988047,2025-11-22 17:16:28
2,2,file:///var/mobile/Containers/Data/Application/1AF40C0F-8B15-4F6E-B3F0-8902002D85EE/Documents/ExponentExperienceData/@longyuju1116/expo-router-mwe/videos/1763802999670_sentiment2.mp4,25.021056628660876,121.542316070719,1763802999673,2025-11-22 17:16:39
3,5,file:///var/mobile/Containers/Data/Application/1AF40C0F-8B15-4F6E-B3F0-8902002D85EE/Documents/ExponentExperienceData/@longyuju1116/expo-router-mwe/videos/1763803891690_sentiment5.mp4,25.02106146013939,121.54231853752832,1763803891695,2025-11-22 17:31:31
4,5,file:///var/mobile/Containers/Data/Application/1AF40C0F-8B15-4F6E-B3F0-8902002D85EE/Documents/ExponentExperienceData/@longyuju1116/expo-router-mwe/videos/20251122_173807_sentiment5.mp4,25.021043936469997,121.54227573630612,1763804287358,2025-11-22 17:38:07
5,5,file:///var/mobile/Containers/Data/Application/1AF40C0F-8B15-4F6E-B3F0-8902002D85EE/Documents/ExponentExperienceData/@longyuju1116/expo-router-mwe/videos/20251122_173950_sentiment5.mp4,25.021039338066977,121.54229547114976,1763804390840,2025-11-22 17:39:50
6,5,file:///var/mobile/Containers/Data/Application/1AF40C0F-8B15-4F6E-B3F0-8902002D85EE/Documents/ExponentExperienceData/@longyuju1116/expo-router-mwe/videos/20251122_192349_sentiment5.mp4,25.001537925268313,121.47152213616411,1763810629933,2025-11-22 19:23:49
7,5,file:///var/mobile/Containers/Data/Application/1AF40C0F-8B15-4F6E-B3F0-8902002D85EE/Documents/ExponentExperienceData/@longyuju1116/expo-router-mwe/videos/20251123_075529_sentiment5.mp4,25.001428168276757,121.47160757774445,1763855729850,2025-11-23 07:55:29
